year,registry_group_number,registry_group_name,region,prov_terr,district,pop_on_reserve_crown_land_men,pop_on_reserve_crown_land_women,pop_on_reserve_crown_land_total,pop_off_reserve_men,pop_off_reserve_women,pop_off_reserve_total,pop_total_men,pop_total_women,pop_total_total
2022,224,Atikameksheng Anishnawbek,Ontario,Ontario,Sudbury District,217,226,443,497,568,1065,714,794,1508
2022,225,Michipicoten,Ontario,Ontario,Western District,35,30,65,604,662,1266,639,692,1331
2022,226,Mattagami,Ontario,Ontario,Western District,97,81,178,229,267,496,326,348,674
2022,227,Flying Post,Ontario,Ontario,Western District,X,X,X,X,X,X,148,166,314
2022,228,Brunswick House,Ontario,Ontario,Western District,116,99,215,359,352,711,475,451,926
2022,229,Chapleau Ojibway,Ontario,Ontario,Western District,X,X,31,X,X,10,20,21,41
2022,230,Whitefish River,Ontario,Ontario,Sudbury District,223,227,450,492,548,1040,715,775,1490
2022,231,Henvey Inlet First Nation,Ontario,Ontario,Sudbury District,109,98,207,482,492,974,591,590,1181
2022,232,Wahnapitae,Ontario,Ontario,Sudbury District,45,38,83,271,337,608,316,375,691
2022,233,Apitipi Anicinapek Nation,Ontario,Ontario,Western District,91,70,161,127,130,257,218,200,418
2022,234,Wawakapewin,Ontario,Ontario,Sioux Lookout District,26,21,47,13,14,27,39,35,74
2022,235,Washagamis Bay,Ontario,Ontario,Western District,95,88,183,78,90,168,173,178,351
2022,236,Poplar Hill,Ontario,Ontario,Sioux Lookout District,X,X,695,X,X,20,377,338,715
2022,237,Deer Lake,Ontario,Ontario,Sioux Lookout District,572,564,1136,123,135,258,695,699,1394
2022,238,North Spirit Lake,Ontario,Ontario,Sioux Lookout District,210,199,409,25,42,67,235,241,476
2022,239,Neskantaga First Nation,Ontario,Ontario,Western District,191,186,377,57,65,122,248,251,499
2022,240,Webequie,Ontario,Ontario,Western District,396,433,829,70,71,141,466,504,970
2022,241,Nibinamik First Nation,Ontario,Ontario,Western District,204,204,408,56,90,146,260,294,554
2022,242,Aroland,Ontario,Ontario,Western District,225,203,428,165,162,327,390,365,755
2022,244,Bay of Quinte Mohawk,Ontario,Ontario,Southern District,180,191,371,216,250,466,396,441,837
2022,245,Tuscarora,Ontario,Ontario,Southern District,494,484,978,671,774,1445,1165,1258,2423
2022,246,Oneida,Ontario,Ontario,Southern District,387,389,776,655,783,1438,1042,1172,2214
2022,247,Onondaga Clear Sky,Ontario,Ontario,Southern District,220,234,454,206,213,419,426,447,873
2022,248,Bearfoot Onondaga,Ontario,Ontario,Southern District,128,124,252,203,232,435,331,356,687
2022,249,Upper Cayuga,Ontario,Ontario,Southern District,790,749,1539,1160,1283,2443,1950,2032,3982
2022,250,Lower Cayuga,Ontario,Ontario,Southern District,1205,1212,2417,657,800,1457,1862,2012,3874
2022,251,Konadaha Seneca,Ontario,Ontario,Southern District,100,108,208,188,224,412,288,332,620
2022,252,Niharondasa Seneca,Ontario,Ontario,Southern District,90,91,181,116,136,252,206,227,433
2022,253,Delaware,Ontario,Ontario,Southern District,109,122,231,229,282,511,338,404,742
2022,254,Lower Mohawk,Ontario,Ontario,Southern District,1091,1083,2174,1052,1217,2269,2143,2300,4443
2022,255,Walker Mohawk,Ontario,Ontario,Southern District,158,160,318,94,109,203,252,269,521
2022,257,Upper Mohawk,Ontario,Ontario,Southern District,1500,1487,2987,1698,2098,3796,3198,3585,6783
2022,258,Ojibway Nation of Saugeen,Ontario,Ontario,Sioux Lookout District,57,45,102,69,73,142,126,118,244
2022,259,Slate Falls Nation,Ontario,Ontario,Sioux Lookout District,117,99,216,43,41,84,160,140,300
2022,260,Black River First Nation,Manitoba,Manitoba,NA,502,500,1002,276,260,536,778,760,1538
2022,261,Brokenhead Ojibway Nation,Manitoba,Manitoba,NA,361,324,685,727,811,1538,1088,1135,2223
2022,262,Fort Alexander,Manitoba,Manitoba,NA,1909,1793,3702,2295,2430,4725,4204,4223,8427
2022,263,Hollow Water,Manitoba,Manitoba,NA,524,560,1084,504,538,1042,1028,1098,2126
2022,264,Fisher River,Manitoba,Manitoba,NA,770,744,1514,1372,1337,2709,2142,2081,4223
2022,265,Buffalo Point First Nation,Manitoba,Manitoba,NA,27,30,57,37,42,79,64,72,136
2022,266,Berens River,Manitoba,Manitoba,NA,1191,1042,2233,691,783,1474,1882,1825,3707
2022,267,Bloodvein,Manitoba,Manitoba,NA,609,595,1204,400,414,814,1009,1009,2018
2022,268,Kinonjeoshtegon First Nation,Manitoba,Manitoba,NA,181,182,363,233,240,473,414,422,836
2022,269,Peguis,Manitoba,Manitoba,NA,1896,1833,3729,3627,3863,7490,5523,5696,11219
2022,270,Little Grand Rapids,Manitoba,Manitoba,NA,756,658,1414,193,218,411,949,876,1825
2022,271,Lake Manitoba,Manitoba,Manitoba,NA,628,605,1233,492,503,995,1120,1108,2228
2022,272,Pinaymootang First Nation,Manitoba,Manitoba,NA,722,736,1458,957,1063,2020,1679,1799,3478
2022,273,Roseau River Anishinabe First Nation Government,Manitoba,Manitoba,NA,640,588,1228,719,782,1501,1359,1370,2729
2022,274,Little Saskatchewan,Manitoba,Manitoba,NA,326,310,636,350,415,765,676,725,1401
2022,275,Lake St. Martin,Manitoba,Manitoba,NA,859,834,1693,582,634,1216,1441,1468,2909
2022,276,Cross Lake Band of Indians,Manitoba,Manitoba,NA,3307,3228,6535,1335,1371,2706,4642,4599,9241
2022,277,Poplar River First Nation,Manitoba,Manitoba,NA,649,638,1287,364,392,756,1013,1030,2043
2022,278,Norway House Cree Nation,Manitoba,Manitoba,NA,3291,3311,6602,992,1113,2105,4283,4424,8707
2022,279,O-Chi-Chak-Ko-Sipi First Nation,Manitoba,Manitoba,NA,254,251,505,348,416,764,602,667,1269
2022,280,Ebb and Flow,Manitoba,Manitoba,NA,957,1026,1983,666,681,1347,1623,1707,3330
2022,281,Skownan First Nation,Manitoba,Manitoba,NA,374,388,762,436,421,857,810,809,1619
2022,282,Pine Creek,Manitoba,Manitoba,NA,594,546,1140,1576,1622,3198,2170,2168,4338
2022,283,Sandy Bay,Manitoba,Manitoba,NA,2245,2014,4259,1403,1470,2873,3648,3484,7132
2022,284,Birdtail Sioux,Manitoba,Manitoba,NA,238,250,488,208,240,448,446,490,936
2022,285,Waywayseecappo First Nation Treaty Four - 1874,Manitoba,Manitoba,NA,870,888,1758,679,703,1382,1549,1591,3140
2022,286,Keeseekoowenin,Manitoba,Manitoba,NA,248,242,490,430,440,870,678,682,1360
2022,287,Long Plain,Manitoba,Manitoba,NA,1354,1232,2586,1086,1156,2242,2440,2388,4828
2022,288,Dakota Plains,Manitoba,Manitoba,NA,91,85,176,37,58,95,128,143,271
2022,289,Canupawakpa Dakota First Nation,Manitoba,Manitoba,NA,158,151,309,161,194,355,319,345,664
2022,290,Sioux Valley Dakota Nation,Manitoba,Manitoba,NA,724,675,1399,573,716,1289,1297,1391,2688
2022,291,Rolling River,Manitoba,Manitoba,NA,182,169,351,389,384,773,571,553,1124
2022,292,Tootinaowaziibeeng Treaty Reserve,Manitoba,Manitoba,NA,349,366,715,412,457,869,761,823,1584
2022,293,Swan Lake,Manitoba,Manitoba,NA,205,227,432,505,558,1063,710,785,1495
2022,294,Gambler First Nation,Manitoba,Manitoba,NA,29,31,60,133,191,324,162,222,384
2022,295,Dakota Tipi,Manitoba,Manitoba,NA,160,113,273,88,75,163,248,188,436
2022,296,God's Lake First Nation,Manitoba,Manitoba,NA,785,697,1482,686,695,1381,1471,1392,2863
2022,297,Garden Hill First Nations,Manitoba,Manitoba,NA,2075,1961,4036,363,401,764,2438,2362,4800
2022,298,St. Theresa Point,Manitoba,Manitoba,NA,2076,1978,4054,166,205,371,2242,2183,4425
2022,299,Wasagamack First Nation,Manitoba,Manitoba,NA,1033,996,2029,105,135,240,1138,1131,2269
2022,300,Red Sucker Lake,Manitoba,Manitoba,NA,499,508,1007,58,83,141,557,591,1148
2022,301,Bunibonibee Cree Nation,Manitoba,Manitoba,NA,1407,1317,2724,252,344,596,1659,1661,3320
2022,302,Manto Sipi Cree Nation,Manitoba,Manitoba,NA,411,426,837,59,64,123,470,490,960
2022,303,Sayisi Dene First Nation,Manitoba,Manitoba,NA,176,142,318,268,314,582,444,456,900
2022,304,York Factory First Nation,Manitoba,Manitoba,NA,232,213,445,530,553,1083,762,766,1528
2022,305,Fox Lake,Manitoba,Manitoba,NA,101,122,223,532,581,1113,633,703,1336
2022,306,Tataskweyak Cree Nation,Manitoba,Manitoba,NA,1234,1240,2474,783,836,1619,2017,2076,4093
2022,307,Shamattawa First Nation,Manitoba,Manitoba,NA,725,723,1448,96,87,183,821,810,1631
2022,308,Barren Lands,Manitoba,Manitoba,NA,281,256,537,321,369,690,602,625,1227
2022,309,Chemawawin Cree Nation,Manitoba,Manitoba,NA,804,756,1560,241,308,549,1045,1064,2109
2022,310,Misipawistik Cree Nation,Manitoba,Manitoba,NA,690,720,1410,396,421,817,1086,1141,2227
2022,311,Mathias Colomb,Manitoba,Manitoba,NA,1334,1149,2483,669,798,1467,2003,1947,3950
2022,312,Mosakahiken Cree Nation,Manitoba,Manitoba,NA,831,804,1635,287,331,618,1118,1135,2253
2022,313,Nisichawayasihk Cree Nation,Manitoba,Manitoba,NA,1562,1436,2998,1145,1380,2525,2707,2816,5523
2022,314,Sapotaweyak Cree Nation,Manitoba,Manitoba,NA,542,469,1011,884,878,1762,1426,1347,2773
2022,315,Opaskwayak Cree Nation,Manitoba,Manitoba,NA,1702,1703,3405,1546,1637,3183,3248,3340,6588
2022,316,Dauphin River,Manitoba,Manitoba,NA,127,154,281,63,71,134,190,225,415
2022,317,Northlands Denesuline First Nation,Manitoba,Manitoba,NA,491,511,1002,94,90,184,585,601,1186
2022,318,O-Pipon-Na-Piwin Cree Nation,Manitoba,Manitoba,NA,595,518,1113,321,300,621,916,818,1734
2022,323,War Lake First Nation,Manitoba,Manitoba,NA,78,53,131,85,116,201,163,169,332
2022,324,Wuskwi Sipihk First Nation,Manitoba,Manitoba,NA,139,104,243,201,248,449,340,352,692
2022,325,Kee-Way-Win,Ontario,Ontario,Sioux Lookout District,315,298,613,103,129,232,418,427,845
2022,326,McDowell Lake,Ontario,Ontario,Sioux Lookout District,X,X,23,X,X,36,32,27,59
2022,327,Pauingassi First Nation,Manitoba,Manitoba,NA,338,298,636,36,44,80,374,342,716
2022,328,Marcel Colomb First Nation,Manitoba,Manitoba,NA,169,157,326,67,51,118,236,208,444
2022,340,Little Pine,Saskatchewan,Saskatchewan,North Central District,546,537,1083,540,607,1147,1086,1144,2230
2022,341,Lucky Man,Saskatchewan,Saskatchewan,North Central District,14,11,25,43,47,90,57,58,115
2022,342,Moosomin,Saskatchewan,Saskatchewan,North Central District,637,680,1317,410,448,858,1047,1128,2175
2022,343,"Mosquito, Grizzly Bear's Head, Lean Man First Nations",Saskatchewan,Saskatchewan,North Central District,448,424,872,353,375,728,801,799,1600
2022,344,Onion Lake Cree Nation,Saskatchewan,Saskatchewan,North Central District,2162,2226,4388,1191,1267,2458,3353,3493,6846
2022,345,Poundmaker,Saskatchewan,Saskatchewan,North Central District,512,500,1012,371,499,870,883,999,1882
2022,346,Red Pheasant,Saskatchewan,Saskatchewan,North Central District,432,403,835,847,938,1785,1279,1341,2620
2022,347,Saulteaux,Saskatchewan,Saskatchewan,North Central District,389,362,751,326,347,673,715,709,1424
2022,348,Sweetgrass,Saskatchewan,Saskatchewan,North Central District,440,415,855,612,677,1289,1052,1092,2144
2022,349,Thunderchild First Nation,Saskatchewan,Saskatchewan,North Central District,701,677,1378,797,828,1625,1498,1505,3003
2022,350,Cumberland House Cree Nation,Saskatchewan,Saskatchewan,North Central District,546,536,1082,445,491,936,991,1027,2018
2022,351,Fond du Lac,Saskatchewan,Saskatchewan,North Central District,591,591,1182,495,549,1044,1086,1140,2226
2022,352,Hatchet Lake,Saskatchewan,Saskatchewan,North Central District,755,750,1505,216,231,447,971,981,1952
2022,353,Lac La Ronge,Saskatchewan,Saskatchewan,North Central District,3745,3722,7467,2126,2304,4430,5871,6026,11897
2022,354,Montreal Lake,Saskatchewan,Saskatchewan,North Central District,1327,1212,2539,846,935,1781,2173,2147,4320
2022,355,Peter Ballantyne Cree Nation,Saskatchewan,Saskatchewan,North Central District,3836,3662,7498,2174,2330,4504,6010,5992,12002
2022,356,Red Earth,Saskatchewan,Saskatchewan,North Central District,867,876,1743,147,149,296,1014,1025,2039
2022,357,Shoal Lake Cree Nation,Saskatchewan,Saskatchewan,North Central District,514,484,998,120,111,231,634,595,1229
2022,358,Wahpeton Dakota Nation,Saskatchewan,Saskatchewan,North Central District,185,191,376,93,101,194,278,292,570
2022,359,Black Lake,Saskatchewan,Saskatchewan,North Central District,848,840,1688,285,325,610,1133,1165,2298
2022,360,Sturgeon Lake First Nation,Saskatchewan,Saskatchewan,North Central District,1015,935,1950,532,604,1136,1547,1539,3086
2022,361,Cowessess,Saskatchewan,Saskatchewan,South District,458,451,909,1658,1868,3526,2116,2319,4435
2022,362,Kahkewistahaw,Saskatchewan,Saskatchewan,South District,370,378,748,704,792,1496,1074,1170,2244
2022,363,Ochapowace,Saskatchewan,Saskatchewan,South District,354,349,703,589,663,1252,943,1012,1955
2022,364,Zagime Anishinabek,Saskatchewan,Saskatchewan,South District,162,142,304,744,786,1530,906,928,1834
2022,365,White Bear,Saskatchewan,Saskatchewan,South District,461,494,955,934,974,1908,1395,1468,2863
2022,366,Cote First Nation 366,Saskatchewan,Saskatchewan,South District,594,578,1172,1426,1654,3080,2020,2232,4252
2022,367,Keeseekoose,Saskatchewan,Saskatchewan,South District,423,380,803,871,966,1837,1294,1346,2640
2022,368,The Key First Nation,Saskatchewan,Saskatchewan,South District,167,167,334,574,594,1168,741,761,1502
2022,369,Beardy's and Okemasis,Saskatchewan,Saskatchewan,North Central District,732,748,1480,1117,1129,2246,1849,1877,3726
2022,370,James Smith,Saskatchewan,Saskatchewan,North Central District,1073,1013,2086,821,933,1754,1894,1946,3840
2022,371,Muskoday First Nation,Saskatchewan,Saskatchewan,North Central District,340,308,648,681,803,1484,1021,1111,2132
2022,372,Whitecap Dakota First Nation,Saskatchewan,Saskatchewan,North Central District,154,182,336,161,195,356,315,377,692
2022,373,One Arrow First Nation,Saskatchewan,Saskatchewan,North Central District,453,442,895,611,648,1259,1064,1090,2154
2022,374,Mistawasis N√™hiyawak,Saskatchewan,Saskatchewan,North Central District,658,617,1275,832,881,1713,1490,1498,2988
2022,375,Muskeg Lake Cree Nation #102,Saskatchewan,Saskatchewan,North Central District,230,208,438,932,1043,1975,1162,1251,2413
2022,376,Yellow Quill,Saskatchewan,Saskatchewan,North Central District,532,465,997,1031,1086,2117,1563,1551,3114
2022,377,Kinistin Saulteaux Nation,Saskatchewan,Saskatchewan,North Central District,225,195,420,331,380,711,556,575,1131
2022,378,Carry The Kettle,Saskatchewan,Saskatchewan,South District,485,481,966,985,1104,2089,1470,1585,3055
2022,379,Little Black Bear,Saskatchewan,Saskatchewan,South District,124,113,237,203,211,414,327,324,651
2022,380,Nekaneet,Saskatchewan,Saskatchewan,South District,127,129,256,168,165,333,295,294,589
2022,381,Muscowpetung,Saskatchewan,Saskatchewan,South District,232,205,437,569,640,1209,801,845,1646
2022,382,Okanese,Saskatchewan,Saskatchewan,South District,163,140,303,223,223,446,386,363,749
2022,383,Pasqua First Nation #79,Saskatchewan,Saskatchewan,South District,413,410,823,879,879,1758,1292,1289,2581
2022,384,Peepeekisis Cree Nation No. 81,Saskatchewan,Saskatchewan,South District,375,360,735,1211,1349,2560,1586,1709,3295
2022,385,Piapot,Saskatchewan,Saskatchewan,South District,431,361,792,861,943,1804,1292,1304,2596
2022,386,Standing Buffalo,Saskatchewan,Saskatchewan,South District,262,265,527,399,398,797,661,663,1324
2022,387,Star Blanket Cree Nation,Saskatchewan,Saskatchewan,South District,139,149,288,207,229,436,346,378,724
2022,388,Wood Mountain,Saskatchewan,Saskatchewan,South District,X,X,X,X,X,X,181,185,366
2022,389,Day Star,Saskatchewan,Saskatchewan,South District,103,84,187,177,165,342,280,249,529
2022,390,Fishing Lake First Nation,Saskatchewan,Saskatchewan,South District,300,285,585,642,691,1333,942,976,1918
2022,391,George Gordon First Nation,Saskatchewan,Saskatchewan,South District,714,583,1297,1221,1331,2552,1935,1914,3849
2022,392,Muskowekwan,Saskatchewan,Saskatchewan,South District,329,320,649,689,734,1423,1018,1054,2072
2022,393,Kawacatoose,Saskatchewan,Saskatchewan,South District,656,625,1281,998,1050,2048,1654,1675,3329
2022,394,Canoe Lake Cree First Nation,Saskatchewan,Saskatchewan,North Central District,605,578,1183,881,888,1769,1486,1466,2952
2022,395,Flying Dust First Nation,Saskatchewan,Saskatchewan,North Central District,318,300,618,492,566,1058,810,866,1676
2022,396,Makwa Sahgaiehcan First Nation,Saskatchewan,Saskatchewan,North Central District,678,640,1318,253,244,497,931,884,1815
2022,397,Ministikwan Lake Cree Nation,Saskatchewan,Saskatchewan,North Central District,516,567,1083,129,133,262,645,700,1345
2022,398,Buffalo River Dene Nation,Saskatchewan,Saskatchewan,North Central District,439,419,858,408,422,830,847,841,1688
2022,399,Big Island Lake Cree Nation,Saskatchewan,Saskatchewan,North Central District,488,545,1033,109,132,241,597,677,1274
2022,400,English River First Nation,Saskatchewan,Saskatchewan,North Central District,415,428,843,450,475,925,865,903,1768
2022,401,Clearwater River Dene,Saskatchewan,Saskatchewan,North Central District,569,584,1153,931,922,1853,1500,1506,3006
2022,402,Waterhen Lake,Saskatchewan,Saskatchewan,North Central District,519,494,1013,543,590,1133,1062,1084,2146
2022,403,Birch Narrows First Nation,Saskatchewan,Saskatchewan,North Central District,243,275,518,214,204,418,457,479,936
2022,404,Big River,Saskatchewan,Saskatchewan,North Central District,1415,1384,2799,519,598,1117,1934,1982,3916
2022,405,Pelican Lake,Saskatchewan,Saskatchewan,North Central District,692,607,1299,226,197,423,918,804,1722
2022,406,Ahtahkakoop,Saskatchewan,Saskatchewan,North Central District,996,1018,2014,960,954,1914,1956,1972,3928
2022,407,Witchekan Lake,Saskatchewan,Saskatchewan,North Central District,317,279,596,99,139,238,416,418,834
2022,408,Ocean Man,Saskatchewan,Saskatchewan,South District,110,94,204,170,193,363,280,287,567
2022,409,Pheasant Rump Nakota,Saskatchewan,Saskatchewan,South District,93,100,193,122,144,266,215,244,459
2022,430,Siksika Nation,Alberta,Alberta,Alberta District,2179,2166,4345,1596,1662,3258,3775,3828,7603
2022,431,O'Chiese,Alberta,Alberta,Alberta District,489,508,997,235,256,491,724,764,1488
2022,432,Tsuut'ina Nation,Alberta,Alberta,Alberta District,1102,1205,2307,102,156,258,1204,1361,2565
2022,433,Chiniki,Alberta,Alberta,Alberta District,837,808,1645,73,84,157,910,892,1802
2022,434,Sunchild First Nation,Alberta,Alberta,Alberta District,477,474,951,250,272,522,727,746,1473
2022,435,Blood,Alberta,Alberta,Alberta District,4390,4400,8790,1919,2105,4024,6309,6505,12814
2022,436,Piikani Nation,Alberta,Alberta,Alberta District,1219,1228,2447,688,774,1462,1907,2002,3909
2022,437,Alexis Nakota Sioux Nation,Alberta,Alberta,Alberta District,669,635,1304,465,440,905,1134,1075,2209
2022,438,Alexander,Alberta,Alberta,Alberta District,616,565,1181,650,626,1276,1266,1191,2457
2022,439,Louis Bull Band,Alberta,Alberta,Alberta District,960,949,1909,242,264,506,1202,1213,2415
2022,440,Enoch Cree Nation #440,Alberta,Alberta,Alberta District,982,965,1947,479,557,1036,1461,1522,2983
2022,441,Paul,Alberta,Alberta,Alberta District,730,720,1450,341,388,729,1071,1108,2179
2022,442,Montana,Alberta,Alberta,Alberta District,398,401,799,138,141,279,536,542,1078
2022,443,Ermineskin Tribe,Alberta,Alberta,Alberta District,1910,1892,3802,593,645,1238,2503,2537,5040
2022,444,Samson,Alberta,Alberta,Alberta District,3493,3465,6958,1132,1177,2309,4625,4642,9267
2022,445,Beaver First Nation,Alberta,Alberta,Alberta District,245,246,491,422,412,834,667,658,1325
2022,446,Tallcree Tribal Government,Alberta,Alberta,Alberta District,312,292,604,411,448,859,723,740,1463
2022,447,Little Red River Cree Nation,Alberta,Alberta,Alberta District,2799,2740,5539,337,369,706,3136,3109,6245
2022,448,Dene Tha',Alberta,Alberta,Alberta District,1080,1061,2141,495,596,1091,1575,1657,3232
2022,449,Horse Lake First Nation,Alberta,Alberta,Alberta District,276,250,526,385,443,828,661,693,1354
2022,450,Driftpile Cree Nation,Alberta,Alberta,Alberta District,572,473,1045,1051,1053,2104,1623,1526,3149
2022,451,Duncan's First Nation,Alberta,Alberta,Alberta District,71,71,142,120,116,236,191,187,378
2022,452,Kapawe'no First Nation,Alberta,Alberta,Alberta District,74,69,143,149,144,293,223,213,436
2022,453,Lubicon Lake,Alberta,Alberta,Alberta District,234,207,441,181,173,354,415,380,795
2022,454,Sawridge First Nation,Alberta,Alberta,Alberta District,29,24,53,274,294,568,303,318,621
2022,455,Sturgeon Lake Cree Nation,Alberta,Alberta,Alberta District,820,759,1579,979,1163,2142,1799,1922,3721
2022,456,Sucker Creek,Alberta,Alberta,Alberta District,423,375,798,1100,1247,2347,1523,1622,3145
2022,457,Swan River First Nation,Alberta,Alberta,Alberta District,238,229,467,519,623,1142,757,852,1609
2022,458,Bigstone Cree Nation,Alberta,Alberta,Alberta District,1862,1858,3720,2376,2589,4965,4238,4447,8685
2022,459,Whitefish Lake,Alberta,Alberta,Alberta District,869,848,1717,684,690,1374,1553,1538,3091
2022,460,Beaver Lake Cree Nation,Alberta,Alberta,St. Paul District,222,208,430,452,468,920,674,676,1350
2022,461,Mikisew Cree First Nation,Alberta,Alberta,Alberta District,395,396,791,1190,1266,2456,1585,1662,3247
2022,462,Saddle Lake Cree Nation,Alberta,Alberta,St. Paul District,3536,3465,7001,2086,2326,4412,5622,5791,11413
2022,463,Athabasca Chipewyan First Nation,Alberta,Alberta,Alberta District,127,126,253,583,595,1178,710,721,1431
2022,464,Cold Lake First Nations,Alberta,Alberta,St. Paul District,745,636,1381,780,929,1709,1525,1565,3090
2022,465,Frog Lake,Alberta,Alberta,St. Paul District,1102,1084,2186,642,709,1351,1744,1793,3537
2022,466,Kehewin Cree Nation,Alberta,Alberta,St. Paul District,692,622,1314,466,559,1025,1158,1181,2339
2022,467,Fort McKay First Nation,Alberta,Alberta,Alberta District,221,224,445,260,276,536,481,500,981
2022,468,Fort McMurray #468 First Nation,Alberta,Alberta,Alberta District,132,151,283,326,408,734,458,559,1017
2022,469,Heart Lake,Alberta,Alberta,St. Paul District,120,109,229,97,89,186,217,198,415
2022,470,Chipewyan Prairie First Nation,Alberta,Alberta,Alberta District,215,187,402,294,321,615,509,508,1017
2022,473,Bearspaw,Alberta,Alberta,Alberta District,898,939,1837,89,87,176,987,1026,2013
2022,474,Woodland Cree First Nation,Alberta,Alberta,Alberta District,444,460,904,184,175,359,628,635,1263
2022,475,Goodstoney Band,Alberta,Alberta,Alberta District,834,801,1635,102,96,198,936,897,1833
2022,476,Loon River Cree,Alberta,Alberta,Alberta District,285,286,571,62,59,121,347,345,692
2022,477,Smith's Landing First Nation,Alberta,Alberta,Alberta District,84,78,162,110,104,214,194,182,376
2022,478,Peerless Trout First Nation,Alberta,Alberta,Alberta District,448,473,921,72,68,140,520,541,1061
2022,490,Aishihik,Yukon,Yukon,NA,49,50,99,40,62,102,89,112,201
2022,491,Carcross/Tagish First Nation,Yukon,Yukon,NA,133,110,243,223,253,476,356,363,719
2022,492,Little Salmon/Carmacks First Nation,Yukon,Yukon,NA,152,162,314,170,212,382,322,374,696
2022,493,Champagne,Yukon,Yukon,NA,131,126,257,230,264,494,361,390,751
2022,494,TríondÎk HwÎchíin,Yukon,Yukon,NA,99,97,196,372,386,758,471,483,954
2022,495,First Nation of Nacho Nyak Dun,Yukon,Yukon,NA,72,80,152,182,215,397,254,295,549
2022,496,Vuntut Gwitchin First Nation,Yukon,Yukon,NA,150,126,276,141,186,327,291,312,603
2022,497,Ross River Dena Council,Yukon,Yukon,NA,192,159,351,85,108,193,277,267,544
2022,498,Selkirk First Nation,Yukon,Yukon,NA,170,167,337,160,179,339,330,346,676
2022,499,Teslin Tlingit Council,Yukon,Yukon,NA,135,107,242,183,184,367,318,291,609
2022,500,Kwanlin Dun First Nation,Yukon,Yukon,NA,312,279,591,219,219,438,531,498,1029
2022,501,Taku River Tlingit,Yukon,Yukon,NA,48,36,84,163,207,370,211,243,454
2022,502,Liard First Nation,Yukon,Yukon,NA,296,211,507,368,386,754,664,597,1261
2022,503,Kluane First Nation,Yukon,Yukon,NA,36,40,76,46,58,104,82,98,180
2022,504,Dease River,Yukon,Yukon,NA,32,29,61,65,56,121,97,85,182
2022,506,White River First Nation,Yukon,Yukon,NA,26,25,51,52,65,117,78,90,168
2022,508,Ta'an Kwach'an,Yukon,Yukon,NA,46,54,100,100,98,198,146,152,298
2022,530,Witset First Nation,British Columbia,British Columbia,NA,373,342,715,700,706,1406,1073,1048,2121
2022,531,Gitanmaax,British Columbia,British Columbia,NA,398,394,792,882,898,1780,1280,1292,2572
2022,532,Kispiox,British Columbia,British Columbia,NA,333,287,620,478,580,1058,811,867,1678
2022,533,Glen Vowell,British Columbia,British Columbia,NA,121,85,206,107,109,216,228,194,422
2022,534,Hagwilget Village Council,British Columbia,British Columbia,NA,123,112,235,293,295,588,416,407,823
2022,535,Gitsegukla,British Columbia,British Columbia,NA,227,217,444,316,311,627,543,528,1071
2022,536,Gitwangak,British Columbia,British Columbia,NA,255,209,464,490,533,1023,745,742,1487
2022,537,Gitanyow,British Columbia,British Columbia,NA,182,196,378,269,215,484,451,411,862
2022,538,Heiltsuk,British Columbia,British Columbia,NA,649,558,1207,637,662,1299,1286,1220,2506
2022,539,Nuxalk Nation,British Columbia,British Columbia,NA,483,469,952,371,476,847,854,945,1799
2022,540,Kitasoo Xai'xais Nation,British Columbia,British Columbia,NA,136,114,250,110,139,249,246,253,499
2022,541,Wuikinuxv Nation,British Columbia,British Columbia,NA,37,41,78,109,104,213,146,145,291
2022,542,Saulteau First Nations,British Columbia,British Columbia,NA,202,208,410,422,468,890,624,676,1300
2022,543,Fort Nelson First Nation,British Columbia,British Columbia,NA,230,210,440,265,286,551,495,496,991
2022,544,Prophet River First Nation,British Columbia,British Columbia,NA,61,49,110,91,93,184,152,142,294
2022,545,West Moberly First Nations,British Columbia,British Columbia,NA,71,65,136,114,117,231,185,182,367
2022,546,Halfway River First Nation,British Columbia,British Columbia,NA,79,66,145,81,77,158,160,143,303
2022,547,Blueberry River First Nations,British Columbia,British Columbia,NA,133,114,247,140,148,288,273,262,535
2022,548,Doig River First Nation,British Columbia,British Columbia,NA,48,42,90,115,118,233,163,160,323
2022,549,Tsleil-Waututh Nation,British Columbia,British Columbia,NA,174,165,339,139,189,328,313,354,667
2022,550,Musqueam,British Columbia,British Columbia,NA,403,407,810,319,359,678,722,766,1488
2022,551,Sechelt,British Columbia,British Columbia,NA,351,296,647,434,477,911,785,773,1558
2022,552,Homalco,British Columbia,British Columbia,NA,126,104,230,117,128,245,243,232,475
2022,553,Klahoose First Nation,British Columbia,British Columbia,NA,42,43,85,171,184,355,213,227,440
2022,554,Tla'amin Nation,British Columbia,British Columbia,NA,313,315,628,278,299,577,591,614,1205
2022,555,Squamish,British Columbia,British Columbia,NA,1171,1221,2392,1001,1092,2093,2172,2313,4485
2022,556,N'Quatqua,British Columbia,British Columbia,NA,105,101,206,82,89,171,187,190,377
2022,557,Lil'wat Nation,British Columbia,British Columbia,NA,821,757,1578,331,363,694,1152,1120,2272
2022,558,Aitchelitz,British Columbia,British Columbia,NA,X,X,23,X,X,18,24,17,41
2022,559,Sts'ailes,British Columbia,British Columbia,NA,292,263,555,268,304,572,560,567,1127
